age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annees_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,revenu_par_annee_exp,satisfaction_moyenne,hs_et_bas_salaire,ratio_anciennete_promotion,ratio_poste_entreprise,exp_par_age,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Autre,poste_Cadre Commercial,poste_Consultant,poste_Représentant Commercial,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Transformation Digitale
22,2451,1,4,4,3,1,3,8,1,1,1,1,2,1,1,1,2,3,0,15.0,490.2,1.5,0,2.0,0.6,0.25,0,1,1,0,0,0,1,0,1,0,0
48,4240,2,19,2,2,0,0,6,3,1,2,2,1,2,3,4,3,3,0,13.0,212.0,2.75,0,0.6666666666666666,0.6666666666666666,0.06666666666666667,0,0,1,0,1,0,0,0,1,0,0
48,10999,7,27,15,11,0,3,4,4,1,4,8,3,2,3,2,3,3,0,14.0,392.82142857142856,2.75,0,3.0,0.6875,0.23333333333333334,0,0,1,0,1,0,0,0,1,0,0
41,5003,6,8,2,2,0,6,7,2,1,2,1,4,3,3,2,3,3,0,14.0,555.8888888888889,3.0,0,0.6666666666666666,0.6666666666666666,0.2608695652173913,0,0,1,0,1,0,0,0,0,0,1
39,12742,1,21,21,6,1,3,1,1,1,11,8,4,2,4,3,3,3,0,16.0,579.1818181818181,3.5,0,1.75,0.2727272727272727,0.047619047619047616,0,1,1,0,1,0,0,0,1,0,0
27,4227,0,4,3,2,1,2,2,4,1,2,2,1,3,4,2,3,3,0,18.0,845.4,2.5,0,1.0,0.5,0.0,0,1,1,0,1,0,0,0,1,0,0
35,3917,1,3,3,2,1,4,10,3,1,1,2,2,3,4,1,2,4,0,20.0,979.25,2.25,0,1.5,0.5,0.058823529411764705,1,0,1,0,0,0,1,0,0,0,0
42,18303,6,21,1,0,0,3,5,2,1,0,0,4,3,3,2,4,3,0,13.0,831.9545454545455,3.25,0,1.0,0.0,0.25,0,1,0,0,1,0,0,0,0,1,0
50,2380,4,8,1,0,0,5,9,3,1,0,0,1,3,4,2,3,3,0,18.0,264.44444444444446,2.5,0,1.0,0.0,0.125,0,1,1,0,0,0,1,0,1,0,0
59,13726,3,30,5,3,0,4,2,3,1,4,3,3,2,4,1,3,3,1,13.0,442.7741935483871,2.75,0,1.0,0.5,0.07317073170731707,0,0,1,0,1,0,0,0,1,0,0
37,4777,5,15,1,0,0,2,11,2,1,0,0,1,1,2,1,1,3,0,15.0,298.5625,1.25,0,1.0,0.0,0.2631578947368421,0,1,1,0,1,0,0,0,0,0,1
55,6385,3,17,8,7,2,3,18,4,2,6,7,3,3,2,4,3,3,1,14.0,354.72222222222223,3.0,0,1.1428571428571428,0.7777777777777778,0.08108108108108109,0,1,1,0,1,0,0,0,0,0,1
41,19973,1,21,21,16,2,3,7,1,0,5,10,2,1,3,2,3,4,0,22.0,907.8636363636364,2.5,0,3.5,0.7272727272727273,0.043478260869565216,1,0,1,0,1,0,0,0,1,0,0
38,6861,8,19,1,0,0,1,3,4,1,0,0,2,3,4,3,3,3,1,12.0,343.05,3.0,0,1.0,0.0,0.4,0,0,0,0,0,1,0,0,1,0,0
26,4969,8,7,2,2,0,6,29,2,0,2,2,2,1,1,4,3,3,0,18.0,621.125,2.5,0,0.6666666666666666,0.6666666666666666,1.0,0,0,0,0,0,1,0,0,0,0,1
52,19845,1,33,32,14,1,3,2,1,1,6,9,1,1,4,4,3,3,0,15.0,583.6764705882352,3.0,0,4.571428571428571,0.42424242424242425,0.029411764705882353,0,1,0,0,1,0,0,0,0,1,0
44,13320,3,23,12,11,1,2,28,3,1,11,11,4,4,4,3,3,3,1,18.0,555.0,3.5,0,1.0,0.8461538461538461,0.11538461538461539,0,1,0,0,0,1,0,0,0,0,1
50,6347,0,19,18,7,1,3,1,3,0,0,13,4,3,3,1,3,3,0,12.0,317.35,2.75,0,18.0,0.3684210526315789,0.0,0,1,0,0,0,1,0,0,1,0,0
36,2743,1,18,17,13,0,1,16,4,1,15,14,3,4,1,3,3,3,0,16.0,144.3684210526316,2.5,0,1.0625,0.7222222222222222,0.05555555555555555,0,0,1,0,0,0,1,0,1,0,0
39,10880,1,21,21,6,0,2,22,3,2,2,8,4,3,1,3,3,3,1,13.0,494.54545454545456,2.75,0,7.0,0.2727272727272727,0.047619047619047616,0,0,1,0,1,0,0,0,0,0,1
33,2342,0,3,2,2,0,2,8,1,0,2,2,2,2,4,4,2,3,0,19.0,585.5,3.0,0,0.6666666666666666,0.6666666666666666,0.0,0,0,0,0,0,0,0,1,1,0,0
45,17650,3,26,9,3,1,4,11,2,1,1,1,4,3,4,2,4,3,0,13.0,653.7037037037037,3.5,0,4.5,0.3,0.1111111111111111,0,1,0,0,1,0,0,0,1,0,0
32,4025,9,10,8,7,0,2,29,4,0,7,7,4,3,3,2,3,3,0,12.0,365.90909090909093,3.0,0,1.0,0.7777777777777778,0.6428571428571429,0,0,1,0,0,0,1,0,0,0,1
34,9725,0,16,15,1,1,2,1,4,1,0,9,2,4,4,4,2,3,0,11.0,572.0588235294117,3.0,0,15.0,0.0625,0.0,1,0,0,0,0,1,0,0,0,1,0
59,11904,3,14,6,4,1,1,1,2,1,0,4,2,3,4,3,1,3,1,14.0,793.6,2.5,0,6.0,0.5714285714285714,0.07317073170731707,0,1,0,0,1,0,0,0,0,0,0
45,2177,1,6,6,3,0,3,24,4,1,0,4,2,3,2,1,3,3,0,16.0,311.0,2.0,0,6.0,0.42857142857142855,0.037037037037037035,0,0,0,1,1,0,0,0,0,0,1
53,7525,2,30,15,7,1,2,2,3,2,6,12,3,2,2,1,3,3,0,12.0,242.74193548387098,2.25,0,2.142857142857143,0.4375,0.05714285714285714,0,1,0,0,0,1,0,0,0,1,0
36,4834,7,9,1,0,1,3,15,3,1,0,0,1,3,3,2,2,3,0,14.0,483.4,2.0,0,1.0,0.0,0.3888888888888889,1,0,1,0,0,0,1,0,0,0,0
26,2042,6,6,3,2,1,2,2,3,2,1,2,1,3,1,2,3,3,1,14.0,291.7142857142857,1.75,1,1.5,0.5,0.75,0,1,1,0,0,0,0,0,1,0,0
34,2220,1,1,1,1,1,2,10,4,1,0,0,3,3,3,4,3,3,1,19.0,1110.0,3.25,1,1.0,0.5,0.0625,0,1,0,0,0,0,0,1,1,0,0
28,1052,1,1,1,0,0,5,10,1,1,0,0,4,3,2,2,3,4,0,22.0,526.0,2.75,0,1.0,0.0,0.1,0,1,0,0,0,0,0,1,0,0,1
38,2821,3,8,2,2,1,2,3,4,2,2,2,3,3,3,1,3,3,0,16.0,313.44444444444446,2.5,0,0.6666666666666666,0.6666666666666666,0.15,0,1,1,0,0,0,0,0,0,0,0
50,19237,2,29,8,1,1,2,2,4,1,7,7,2,3,3,4,2,3,1,11.0,641.2333333333333,2.75,0,1.0,0.1111111111111111,0.0625,0,1,1,0,1,0,0,0,0,0,1
37,4107,3,8,4,3,0,3,3,3,1,0,1,4,3,2,1,2,3,0,15.0,456.3333333333333,2.25,0,4.0,0.6,0.15789473684210525,0,0,1,0,1,0,0,0,0,0,0
40,8396,1,8,7,7,1,3,26,3,1,7,5,3,3,1,2,2,3,0,14.0,932.8888888888889,2.0,0,0.875,0.875,0.045454545454545456,0,1,0,0,0,1,0,0,0,1,0
26,2007,1,5,5,3,2,5,1,1,2,1,3,1,2,3,3,3,3,0,13.0,334.5,2.5,0,2.5,0.5,0.125,1,0,1,0,0,0,0,0,0,0,1
46,19627,9,23,2,2,2,0,1,4,1,2,2,4,3,4,4,3,3,0,17.0,817.7916666666666,3.75,0,0.6666666666666666,0.6666666666666666,0.32142857142857145,1,0,1,0,1,0,0,0,0,0,1
54,10686,6,13,9,4,1,4,2,4,1,7,0,3,2,3,2,3,3,0,11.0,763.2857142857143,2.75,0,1.125,0.4,0.16666666666666666,0,1,0,0,0,1,0,0,1,0,0
56,2942,2,18,5,4,1,4,9,3,2,0,3,1,3,3,2,3,3,0,19.0,154.8421052631579,2.25,0,5.0,0.6666666666666666,0.05263157894736842,0,1,1,0,0,0,0,0,0,0,1
36,8858,0,15,14,8,0,2,12,5,1,7,8,4,2,4,2,2,3,0,11.0,553.625,3.0,0,1.75,0.5333333333333333,0.0,0,0,1,0,1,0,0,0,0,0,1
55,16756,7,31,9,7,0,3,2,1,0,6,2,3,2,1,2,4,3,0,15.0,523.625,2.5,0,1.2857142857142858,0.7,0.1891891891891892,0,0,1,0,1,0,0,0,0,0,1
43,10798,5,18,1,0,1,5,25,3,1,0,0,3,2,4,3,3,3,0,13.0,568.3157894736842,3.25,0,1.0,0.0,0.2,1,0,0,0,0,1,0,0,0,0,1
20,2323,1,2,2,2,0,3,9,3,2,0,2,4,3,4,2,3,3,1,14.0,774.3333333333334,3.25,1,2.0,0.6666666666666666,0.5,0,0,0,0,0,0,0,1,0,1,0
21,1416,1,1,1,0,0,6,10,3,1,1,0,3,2,1,1,2,3,0,13.0,708.0,1.75,0,0.5,0.0,0.3333333333333333,0,0,1,0,0,0,1,0,1,0,0
46,4615,8,19,16,13,3,2,8,4,1,1,7,4,2,1,1,3,4,1,23.0,230.75,2.25,1,8.0,0.7647058823529411,0.2857142857142857,1,0,1,0,0,0,0,0,1,0,0
51,2461,9,18,10,0,3,2,4,4,1,2,7,1,3,3,3,4,3,1,12.0,129.52631578947367,2.75,1,3.3333333333333335,0.0,0.2727272727272727,0,1,1,0,0,0,0,0,1,0,0
28,8722,1,10,10,7,0,2,24,2,0,1,9,2,2,1,1,2,3,0,12.0,792.9090909090909,1.5,0,5.0,0.6363636363636364,0.1,0,0,1,0,1,0,0,0,0,0,0
26,3955,1,6,5,3,2,2,1,2,1,1,3,1,2,1,1,3,3,0,16.0,565.0,1.5,0,2.5,0.5,0.125,0,1,1,0,0,0,1,0,0,0,1
30,9957,0,7,6,2,1,1,20,3,1,0,2,3,3,1,3,2,3,0,15.0,1244.625,2.25,0,6.0,0.2857142857142857,0.0,0,1,1,0,1,0,0,0,0,0,0
41,3376,1,10,10,6,0,3,7,2,1,0,8,2,4,3,3,3,3,0,13.0,306.90909090909093,2.75,0,10.0,0.5454545454545454,0.043478260869565216,0,1,1,0,0,0,0,0,0,0,0
38,8823,0,20,19,9,1,4,17,1,1,1,9,3,2,3,1,2,3,0,18.0,420.14285714285717,2.25,0,9.5,0.45,0.0,0,1,1,0,1,0,0,0,1,0,0
40,10322,4,14,11,10,1,6,20,4,1,11,1,1,3,4,4,3,4,0,20.0,688.1333333333333,3.0,0,0.9166666666666666,0.8333333333333334,0.18181818181818182,0,1,1,0,1,0,0,0,0,0,0
27,4621,1,3,3,2,3,4,8,5,0,1,2,1,1,3,4,3,3,0,19.0,1155.25,2.75,0,1.5,0.5,0.1111111111111111,0,1,1,0,0,0,1,0,1,0,0
55,10976,3,23,3,2,1,4,2,1,2,1,2,4,3,2,2,3,3,0,18.0,457.3333333333333,2.75,0,1.5,0.5,0.08108108108108109,0,1,1,0,1,0,0,0,1,0,0
28,3660,3,10,8,7,0,4,10,3,1,1,7,3,3,3,4,4,3,0,13.0,332.72727272727275,3.5,0,4.0,0.7777777777777778,0.3,0,0,1,0,0,0,0,0,0,0,0
44,10482,9,24,20,6,1,1,1,2,1,3,6,2,2,1,4,3,3,0,14.0,419.28,2.5,0,5.0,0.2857142857142857,0.34615384615384615,0,1,0,1,1,0,0,0,0,0,1
33,7119,4,9,3,2,1,2,5,3,1,1,2,4,2,4,3,3,3,0,15.0,711.9,3.5,0,1.5,0.5,0.26666666666666666,1,0,1,0,1,0,0,0,1,0,0
35,9582,0,9,8,7,0,2,4,3,1,4,7,4,3,1,1,3,4,1,22.0,958.2,2.25,0,1.6,0.7777777777777778,0.0,0,0,0,0,0,1,0,0,0,0,0
33,4508,1,14,13,7,0,4,29,4,2,3,8,1,2,3,2,3,4,0,22.0,300.53333333333336,2.25,0,3.25,0.5,0.06666666666666667,0,0,1,0,0,0,0,0,0,0,1
28,2207,1,4,4,2,1,5,15,2,1,2,2,1,3,3,4,2,3,0,16.0,441.4,2.5,0,1.3333333333333333,0.4,0.1,1,0,1,0,0,0,1,0,1,0,0
34,7756,0,7,6,2,0,1,3,1,2,0,4,1,3,4,3,2,3,0,17.0,969.5,2.5,0,6.0,0.2857142857142857,0.0,0,0,1,0,1,0,0,0,1,0,0
37,6694,2,8,1,0,3,5,10,4,1,0,0,4,2,4,3,3,3,1,14.0,743.7777777777778,3.5,0,1.0,0.0,0.10526315789473684,1,0,0,0,0,1,0,0,1,0,0
25,3691,1,7,7,7,1,3,4,1,1,5,6,4,3,4,2,4,3,1,15.0,461.375,3.5,1,1.1666666666666667,0.875,0.14285714285714285,0,1,1,0,0,0,1,0,0,0,0
26,2377,1,1,1,1,1,0,21,3,1,0,0,1,3,3,3,2,4,0,20.0,1188.5,2.25,0,1.0,0.5,0.125,1,0,1,0,0,0,1,0,0,0,1
33,2313,4,5,2,2,0,0,25,3,1,2,2,1,2,2,2,3,4,1,20.0,385.5,2.0,1,0.6666666666666666,0.6666666666666666,0.26666666666666666,0,0,1,0,0,0,0,0,0,0,1
42,17665,0,23,22,6,1,3,2,2,1,13,7,4,3,1,4,3,3,0,17.0,736.0416666666666,3.0,0,1.5714285714285714,0.2608695652173913,0.0,0,1,1,0,1,0,0,0,0,0,1
28,2596,1,1,1,0,2,2,1,3,2,0,0,1,2,2,1,3,3,0,15.0,1298.0,1.75,0,1.0,0.0,0.1,1,0,1,0,0,0,1,0,0,0,1
50,4728,3,5,0,0,0,4,1,4,2,0,0,4,3,3,4,3,3,1,14.0,788.0,3.5,1,0.0,0.0,0.09375,0,0,0,0,0,1,0,0,0,0,0
33,4302,0,4,3,2,1,3,7,3,2,0,2,4,3,2,3,3,3,0,17.0,860.4,3.0,0,3.0,0.5,0.0,0,1,0,0,0,1,0,0,1,0,0
34,2979,3,6,0,0,3,2,3,4,0,0,0,3,2,4,4,3,3,0,17.0,425.57142857142856,3.5,0,0.0,0.0,0.1875,0,1,1,0,0,0,0,0,1,0,0
48,16885,2,27,5,4,0,3,1,4,0,2,1,1,4,4,3,2,4,0,22.0,603.0357142857143,2.5,0,1.6666666666666667,0.6666666666666666,0.06666666666666667,0,0,1,0,1,0,0,0,0,0,1
45,5593,1,15,15,10,1,2,9,4,0,4,12,2,2,3,4,3,3,0,13.0,349.5625,3.0,0,3.0,0.625,0.037037037037037035,0,1,0,0,0,1,0,0,1,0,0
52,10445,7,18,8,6,0,4,7,4,1,4,0,2,3,2,4,3,3,0,19.0,549.7368421052631,2.75,0,1.6,0.6666666666666666,0.20588235294117646,0,0,1,0,1,0,0,0,1,0,0
38,8740,0,9,8,7,2,2,10,4,1,2,7,3,2,3,2,3,3,1,14.0,874.0,2.75,0,2.6666666666666665,0.7777777777777778,0.0,1,0,0,0,0,1,0,0,0,1,0
29,2514,4,11,7,5,1,1,28,4,1,1,7,3,3,4,1,3,4,0,22.0,209.5,2.75,0,3.5,0.625,0.36363636363636365,1,0,1,0,0,0,0,0,1,0,0
28,7655,0,10,9,7,3,3,3,3,1,1,7,4,3,2,2,2,3,0,17.0,695.9090909090909,2.5,0,4.5,0.7,0.0,1,0,1,0,1,0,0,0,0,0,1
46,17465,3,23,12,9,1,3,3,1,1,4,9,1,3,3,4,3,3,0,12.0,727.7083333333334,2.75,0,2.4,0.6923076923076923,0.10714285714285714,0,1,0,0,1,0,0,0,0,1,0
38,7351,7,10,1,0,0,2,2,2,1,0,0,4,3,2,3,3,3,0,16.0,668.2727272727273,3.0,0,1.0,0.0,0.35,0,0,0,0,0,1,0,0,0,1,0
43,10820,8,18,8,7,1,1,27,3,2,0,1,3,3,1,3,3,3,0,11.0,569.4736842105264,2.5,0,8.0,0.7777777777777778,0.32,0,1,1,0,1,0,0,0,1,0,0
39,12169,7,21,18,7,3,4,2,3,2,11,5,1,3,4,4,3,3,0,11.0,553.1363636363636,3.0,0,1.5,0.3684210526315789,0.3333333333333333,1,0,1,0,1,0,0,0,1,0,0
40,19626,1,21,20,7,0,2,14,3,1,4,9,3,2,3,1,4,3,0,14.0,892.0909090909091,2.75,0,4.0,0.3333333333333333,0.045454545454545456,0,0,1,0,1,0,0,0,0,0,1
21,2070,1,2,2,2,0,6,1,1,1,2,2,4,2,2,3,4,3,1,11.0,690.0,3.25,1,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0
39,6782,9,9,5,4,0,2,9,3,0,0,3,3,3,2,3,2,3,0,15.0,678.2,2.5,0,5.0,0.6666666666666666,0.42857142857142855,0,0,1,0,0,0,1,0,1,0,0
36,7779,2,18,11,9,0,0,18,4,0,0,9,1,3,4,1,3,4,0,20.0,409.42105263157896,2.25,0,11.0,0.75,0.1111111111111111,0,0,1,0,1,0,0,0,1,0,0
31,2791,0,3,2,2,1,4,20,3,2,2,2,3,4,4,1,3,3,0,12.0,697.75,2.75,0,0.6666666666666666,0.6666666666666666,0.0,0,1,0,0,0,0,0,1,1,0,0
28,3201,0,6,5,3,0,2,2,1,1,0,4,1,2,2,1,1,3,0,17.0,457.2857142857143,1.25,0,5.0,0.5,0.0,0,1,1,0,0,0,0,0,1,0,0
35,4968,1,5,5,2,1,3,11,2,2,0,2,4,3,4,4,3,3,0,11.0,828.0,3.75,0,5.0,0.3333333333333333,0.058823529411764705,1,0,0,0,0,1,0,0,0,1,0
49,13120,6,22,9,8,1,3,8,4,1,2,3,4,2,2,2,3,3,0,17.0,570.4347826086956,2.75,0,3.0,0.8,0.1935483870967742,0,1,0,0,0,1,0,0,0,0,0
34,4033,2,5,3,2,0,3,2,2,2,0,2,4,3,3,4,2,3,0,11.0,672.1666666666666,3.25,0,3.0,0.5,0.125,0,0,1,0,1,0,0,0,1,0,0
29,3291,0,8,7,5,2,2,10,3,2,1,1,4,3,2,4,2,3,0,14.0,365.6666666666667,3.0,0,3.5,0.625,0.0,1,0,1,0,0,0,0,0,1,0,0
42,4272,4,16,1,0,0,3,29,3,1,0,0,2,1,4,1,3,3,0,19.0,251.2941176470588,2.5,0,1.0,0.0,0.16666666666666666,0,0,1,0,0,0,1,0,0,0,1
29,5056,1,10,10,7,1,2,8,1,1,1,2,2,2,4,3,2,3,1,15.0,459.6363636363636,2.75,0,5.0,0.6363636363636364,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,1
38,2844,1,7,7,6,1,2,1,3,1,5,0,3,4,3,4,4,3,0,13.0,355.5,3.5,0,1.1666666666666667,0.75,0.05,0,1,0,1,1,0,0,0,0,0,0
28,2703,1,3,3,1,1,2,6,3,2,0,2,3,2,3,4,3,3,1,14.0,675.75,3.25,1,3.0,0.25,0.1,1,0,1,0,0,0,0,0,1,0,0
18,1904,1,0,0,0,0,0,8,1,0,0,0,3,3,3,4,3,3,0,12.0,1904.0,3.25,0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1
33,8224,0,6,5,2,0,3,9,4,1,0,3,1,3,1,1,3,3,1,17.0,1174.857142857143,1.5,0,5.0,0.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,1,0
41,4766,3,6,1,0,1,4,12,4,1,0,0,2,3,4,1,3,3,1,11.0,680.8571428571429,2.5,1,1.0,0.0,0.13043478260869565,0,1,1,0,0,0,1,0,1,0,0
31,2610,1,2,2,2,1,5,15,3,2,2,2,3,3,3,3,2,3,0,12.0,870.0,2.75,0,0.6666666666666666,0.6666666666666666,0.07692307692307693,0,1,1,0,0,0,1,0,0,0,1
37,5731,7,9,6,2,2,2,25,2,1,1,3,3,2,4,3,3,3,0,13.0,573.1,3.25,0,3.0,0.2857142857142857,0.3684210526315789,1,0,1,0,1,0,0,0,0,0,1
27,2539,1,4,4,2,1,0,6,3,1,2,2,4,2,3,3,3,3,0,13.0,507.8,3.25,0,1.3333333333333333,0.4,0.1111111111111111,0,1,1,0,0,0,0,0,1,0,0
34,5714,1,6,6,5,0,3,9,1,1,1,3,2,3,3,1,2,4,0,20.0,816.2857142857143,2.0,0,3.0,0.7142857142857143,0.0625,0,1,0,0,0,1,0,0,1,0,0
35,4323,1,6,5,4,0,2,8,4,1,1,4,3,3,3,2,1,3,0,17.0,617.5714285714286,2.25,0,2.5,0.6666666666666666,0.058823529411764705,0,0,0,1,1,0,0,0,0,0,0
29,7336,1,11,11,8,1,3,23,1,1,3,10,4,2,1,1,1,3,0,13.0,611.3333333333334,1.75,0,2.75,0.6666666666666666,0.09090909090909091,0,1,0,0,0,1,0,0,1,0,0
40,13499,9,20,18,7,0,3,9,4,2,2,13,2,3,3,3,2,3,0,17.0,642.8095238095239,2.5,0,6.0,0.3684210526315789,0.4090909090909091,0,0,1,0,1,0,0,0,0,0,1
42,13758,0,22,21,9,0,2,12,3,2,13,14,3,3,1,2,2,3,1,12.0,598.1739130434783,2.0,0,1.5,0.4090909090909091,0.0,0,0,0,0,0,1,0,0,1,0,0
42,5155,7,9,6,4,0,3,4,4,1,1,5,2,3,1,4,4,3,0,13.0,515.5,2.75,0,3.0,0.5714285714285714,0.2916666666666667,0,0,0,0,0,1,0,0,0,1,0
35,2258,6,10,8,0,1,2,1,4,1,1,7,4,2,3,2,3,3,0,12.0,205.27272727272728,3.0,0,4.0,0.0,0.35294117647058826,0,1,1,0,0,0,1,0,0,0,1
24,3597,8,6,4,3,0,2,24,3,1,1,2,4,3,2,4,3,4,0,22.0,513.8571428571429,3.25,0,2.0,0.6,1.3333333333333333,0,0,1,0,0,0,1,0,0,0,1
28,2515,1,1,1,1,0,4,12,1,1,0,0,3,3,4,4,2,3,1,11.0,1257.5,3.25,1,1.0,0.5,0.1,0,1,1,0,0,0,1,0,1,0,0
26,4420,1,8,8,7,1,2,3,4,1,0,7,1,4,4,2,3,4,0,22.0,491.1111111111111,2.5,0,8.0,0.7777777777777778,0.125,0,1,1,0,0,0,1,0,0,0,1
30,6578,1,10,10,3,1,3,10,3,1,1,4,3,2,3,1,3,3,0,18.0,598.0,2.5,0,5.0,0.2727272727272727,0.08333333333333333,0,1,0,0,0,1,0,0,0,1,0
40,4422,3,16,1,1,1,3,26,2,2,0,0,3,2,4,4,1,3,1,13.0,260.11764705882354,3.0,1,1.0,0.5,0.13636363636363635,0,1,1,0,0,0,0,0,0,0,1
35,10274,2,15,7,7,1,2,2,3,1,6,4,3,2,2,2,4,3,0,18.0,642.125,2.75,0,1.0,0.875,0.11764705882352941,1,0,1,0,1,0,0,0,1,0,0
34,5343,0,14,13,9,0,3,1,3,2,4,9,4,2,1,3,3,4,0,20.0,356.2,2.75,0,2.6,0.6428571428571429,0.0,0,0,1,0,1,0,0,0,0,0,1
35,2376,1,2,2,2,1,2,4,4,2,2,2,4,2,4,2,4,3,0,13.0,792.0,3.5,0,0.6666666666666666,0.6666666666666666,0.058823529411764705,0,1,1,0,0,0,1,0,0,0,0
43,5346,8,7,4,3,0,2,9,3,1,1,3,1,1,3,2,2,3,0,13.0,668.25,2.0,0,2.0,0.6,0.32,0,0,0,0,0,1,0,0,0,1,0
32,2827,1,1,1,0,3,3,2,1,0,0,0,3,3,1,3,3,3,0,12.0,1413.5,2.5,0,1.0,0.0,0.07142857142857142,1,0,0,0,0,0,0,1,1,0,0
56,19943,4,28,5,2,1,2,4,4,1,4,2,4,3,1,4,3,3,0,13.0,687.6896551724138,3.0,0,1.0,0.3333333333333333,0.10526315789473684,1,0,1,0,1,0,0,0,0,0,0
29,3131,1,10,10,8,1,5,6,1,1,0,8,2,3,4,1,3,3,0,13.0,284.6363636363636,2.5,0,10.0,0.7272727272727273,0.09090909090909091,0,1,1,0,0,0,1,0,0,0,1
19,2552,1,1,1,1,0,4,9,2,1,0,0,3,3,1,3,3,4,0,25.0,1276.0,2.5,0,1.0,0.5,1.0,0,0,1,0,0,0,0,0,1,0,0
45,4477,4,7,3,2,1,2,7,3,1,0,2,1,3,3,3,2,3,1,19.0,559.625,2.25,1,3.0,0.5,0.14814814814814814,0,1,1,0,0,0,0,0,0,0,1
37,6474,1,14,14,8,1,2,1,3,1,3,11,4,2,4,2,2,3,0,13.0,431.6,3.0,0,3.5,0.5333333333333333,0.05263157894736842,0,1,1,0,1,0,0,0,1,0,0
20,3033,1,2,2,2,0,2,3,3,1,1,2,1,2,3,1,2,3,0,12.0,1011.0,1.75,0,1.0,0.6666666666666666,0.5,0,0,1,0,0,0,1,0,1,0,0
44,2936,1,6,6,4,0,4,10,4,1,0,2,3,3,3,3,3,3,1,11.0,419.42857142857144,3.0,1,6.0,0.5714285714285714,0.038461538461538464,0,0,1,0,0,0,0,0,1,0,0
53,18606,3,26,7,7,1,6,7,2,1,4,7,4,3,3,2,3,3,0,18.0,689.1111111111111,3.0,0,1.4,0.875,0.08571428571428572,1,0,1,0,1,0,0,0,0,0,1
29,2168,0,6,5,4,1,2,15,1,1,1,3,2,1,4,1,2,3,1,18.0,309.7142857142857,2.25,1,2.5,0.6666666666666666,0.0,0,1,1,0,0,0,0,0,1,0,0
22,2853,0,1,0,0,1,5,3,4,2,0,0,3,2,4,2,3,3,1,11.0,1426.5,3.0,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0
46,17048,8,28,26,15,0,2,2,3,1,15,9,3,3,1,1,3,4,0,23.0,587.8620689655172,2.0,0,1.625,0.5555555555555556,0.2857142857142857,0,1,0,0,1,0,0,0,0,1,0
44,2290,2,6,0,0,0,3,17,3,0,0,0,4,1,3,4,3,3,0,13.0,327.14285714285717,3.5,0,0.0,0.0,0.07692307692307693,0,0,1,0,0,0,0,0,1,0,0
33,3600,1,5,5,4,1,2,2,3,1,1,4,2,3,3,4,3,3,0,13.0,600.0,3.0,0,2.5,0.6666666666666666,0.06666666666666667,0,1,0,1,1,0,0,0,0,0,0
41,2107,6,5,1,0,1,2,5,2,0,0,0,1,2,1,1,1,3,0,17.0,351.1666666666667,1.0,0,1.0,0.0,0.2608695652173913,1,0,1,0,0,0,0,0,1,0,0
30,4115,8,8,4,3,3,3,29,4,1,0,3,3,3,1,3,3,3,0,19.0,457.22222222222223,2.5,0,4.0,0.6,0.6666666666666666,1,0,0,0,0,1,0,0,1,0,0
40,4327,5,5,0,0,3,2,2,4,2,0,0,2,3,2,4,3,3,0,12.0,721.1666666666666,2.75,0,0.0,0.0,0.22727272727272727,0,1,0,0,0,1,0,0,0,0,1
50,17856,2,32,2,2,1,3,2,3,2,2,2,4,3,1,3,3,4,0,22.0,541.0909090909091,2.75,0,0.6666666666666666,0.6666666666666666,0.0625,0,1,1,0,1,0,0,0,0,0,1
28,3196,1,6,6,5,3,2,19,4,1,3,3,4,2,1,3,3,3,0,12.0,456.57142857142856,2.75,0,1.5,0.7142857142857143,0.1,0,1,1,0,0,0,1,0,0,0,1
46,19081,5,25,4,2,1,2,15,2,1,0,3,4,3,2,1,3,3,0,11.0,733.8846153846154,2.5,0,4.0,0.4,0.17857142857142858,0,1,1,0,1,0,0,0,1,0,0
35,8966,3,15,7,7,3,2,17,4,1,1,7,3,3,1,4,3,3,1,15.0,560.375,2.75,0,3.5,0.875,0.17647058823529413,0,1,0,0,0,1,0,0,1,0,0
24,2210,1,1,1,0,1,3,17,2,1,0,0,4,3,2,1,1,3,0,13.0,1105.0,2.0,0,1.0,0.0,0.16666666666666666,0,1,1,0,0,0,1,0,1,0,0
